sale_id,customer_id,sale_date,subtotal,gst_amount,total_amount,payment_method,payment_status,amount_paid,amount_due,region,city
81098,15257,2024-07-28T12:20:00,348.61,17.43,366.04,cash,paid,366.04,0.0,West,Surat
81099,3662,2025-05-09T19:41:00,500.88,25.04,525.92,credit,partial,257.65,268.27,North,Amritsar
81100,48430,2024-05-26T11:05:00,2553.16,127.66,2680.82,cash,paid,2680.82,0.0,East,Guwahati
81101,31438,2025-02-13T19:21:00,1131.73,119.89,1251.62,credit,paid,1251.62,0.0,South,Coimbatore
81102,20255,2025-09-05T16:58:00,1359.75,67.99,1427.74,cash,paid,1427.74,0.0,South,Hyderabad
81103,25200,2025-11-06T17:39:00,360.0,64.8,424.8,credit,partial,159.23,265.57,East,Bhubaneswar
81104,40067,2024-05-08T14:33:00,1250.5,106.48,1356.98,credit,partial,828.14,528.84,North,Jaipur
81105,19660,2025-01-16T18:50:00,1325.95,66.3,1392.25,cash,paid,1392.25,0.0,West,Surat
81106,31849,2024-05-13T17:34:00,852.02,81.99,934.01,credit,partial,632.69,301.32,North,Lucknow
81107,29888,2024-11-05T18:38:00,340.13,17.01,357.14,cash,paid,357.14,0.0,North,Amritsar
81108,68495,2024-08-01T13:58:00,166.52,8.33,174.85,cash,paid,174.85,0.0,South,Kochi
81109,67329,2025-02-20T13:49:00,532.14,95.79,627.93,credit,partial,230.56,397.37,North,Chandigarh
81110,77153,2025-04-29T18:16:00,1652.09,82.6,1734.69,cash,paid,1734.69,0.0,South,Mysore
81111,91525,2024-12-04T20:25:00,2559.12,127.96,2687.08,credit,paid,2687.08,0.0,South,Bangalore
81112,73740,2025-08-22T19:30:00,75.23,3.76,78.99,cash,paid,78.99,0.0,North,Noida
81113,5892,2024-11-21T11:26:00,883.49,66.35,949.84,cash,paid,949.84,0.0,North,Chandigarh
81114,63551,2025-03-31T18:29:00,263.82,13.19,277.01,card,paid,277.01,0.0,North,Jaipur
81115,97815,2024-10-10T18:33:00,187.33,33.72,221.05,cash,paid,221.05,0.0,West,Mumbai
81116,37336,2024-09-26T09:15:00,951.24,47.56,998.8,upi,paid,998.8,0.0,South,Hyderabad
81117,54513,2024-06-05T18:26:00,138.26,6.91,145.17,card,paid,145.17,0.0,South,Mysore
81118,27194,2025-04-28T08:20:00,1765.38,88.27,1853.65,upi,paid,1853.65,0.0,South,Kochi
81119,69094,2024-03-10T12:08:00,1447.06,72.35,1519.41,cash,paid,1519.41,0.0,West,Surat
81120,4370,2024-05-19T08:59:00,1576.74,78.84,1655.58,credit,paid,1655.58,0.0,South,Kochi
81121,44346,2024-10-10T13:13:00,342.12,61.58,403.7,credit,partial,174.34,229.36,West,Ahmedabad
81122,83840,2025-12-16T18:49:00,841.85,71.68,913.53,credit,partial,414.89,498.64,North,Jaipur
81123,8182,2024-09-23T11:28:00,2041.02,102.05,2143.07,cash,paid,2143.07,0.0,North,Amritsar
81124,2993,2024-08-01T08:59:00,253.77,26.07,279.84,upi,paid,279.84,0.0,West,Goa
81125,77870,2025-11-13T20:29:00,371.57,18.58,390.15,cash,paid,390.15,0.0,North,Amritsar
81126,32556,2024-11-26T19:00:00,238.86,42.99,281.85,cash,paid,281.85,0.0,North,Lucknow
81127,32367,2024-10-14T18:14:00,1507.32,97.28,1604.6,cash,paid,1604.6,0.0,West,Pune
81128,8615,2024-08-07T12:32:00,621.94,49.41,671.35,upi,paid,671.35,0.0,South,Coimbatore
81129,97215,2025-08-07T18:45:00,1431.87,71.59,1503.46,credit,paid,1503.46,0.0,East,Bhubaneswar
81130,29531,2024-06-13T12:14:00,767.72,38.39,806.11,upi,paid,806.11,0.0,North,Delhi
81131,45767,2025-12-14T19:08:00,1324.47,106.38,1430.85,credit,partial,568.18,862.67,North,Chandigarh
81132,24989,2025-07-21T09:16:00,344.23,17.21,361.44,credit,partial,132.96,228.48,West,Pune
81133,30525,2024-04-27T19:15:00,390.52,60.91,451.43,credit,partial,177.48,273.95,West,Ahmedabad
81134,66769,2025-02-10T15:34:00,738.23,69.12,807.35,credit,paid,807.35,0.0,East,Kolkata
81135,47154,2025-10-11T14:56:00,1694.24,84.71,1778.95,credit,paid,1778.95,0.0,South,Bangalore
81136,44734,2025-04-22T14:34:00,1699.5,84.98,1784.47,cash,paid,1784.47,0.0,South,Mysore
81137,11943,2024-04-20T09:04:00,1526.02,76.3,1602.32,cash,paid,1602.32,0.0,South,Hyderabad
81138,35010,2025-09-21T20:55:00,667.84,33.39,701.23,credit,paid,701.23,0.0,South,Mysore
81139,11950,2025-10-20T11:40:00,787.86,141.81,929.67,cash,paid,929.67,0.0,South,Hyderabad
81140,63111,2024-12-04T17:55:00,455.66,22.78,478.44,credit,paid,478.44,0.0,North,Gurgaon
81141,42929,2024-08-15T18:49:00,1210.43,140.66,1351.09,cash,paid,1351.09,0.0,North,Amritsar
81142,37049,2024-01-01T20:34:00,239.26,43.07,282.33,cash,paid,282.33,0.0,West,Pune
81143,98116,2025-12-31T18:31:00,408.69,73.56,482.25,credit,partial,240.58,241.67,West,Goa
81144,51451,2024-11-19T13:53:00,485.62,24.28,509.9,credit,paid,509.9,0.0,South,Bangalore
81145,22611,2025-11-16T10:48:00,1561.62,78.08,1639.7,credit,partial,1052.99,586.71,West,Goa
81146,37342,2025-01-23T19:22:00,223.16,11.16,234.32,cash,paid,234.32,0.0,West,Ahmedabad
81147,80491,2025-12-27T18:38:00,1958.72,97.94,2056.66,credit,paid,2056.66,0.0,West,Pune
81148,33962,2025-08-28T08:34:00,1301.56,65.08,1366.64,upi,paid,1366.64,0.0,South,Hyderabad
81149,67201,2024-10-26T12:01:00,1992.04,99.6,2091.64,cash,paid,2091.64,0.0,South,Hyderabad
81150,16717,2024-04-26T20:08:00,2757.83,187.7,2945.53,cash,paid,2945.53,0.0,South,Coimbatore
81151,21855,2025-05-04T12:18:00,2622.64,131.13,2753.77,cash,paid,2753.77,0.0,South,Hyderabad
81152,38201,2024-03-24T10:04:00,1485.36,125.09,1610.45,cash,paid,1610.45,0.0,North,Chandigarh
81153,17810,2024-05-01T20:25:00,1545.82,77.29,1623.11,upi,paid,1623.11,0.0,West,Goa
81154,71097,2024-09-16T18:18:00,1030.91,51.55,1082.46,cash,paid,1082.46,0.0,South,Coimbatore
81155,60558,2025-12-14T09:31:00,308.32,55.5,363.82,cash,paid,363.82,0.0,North,Noida
81156,34158,2025-09-02T12:51:00,532.65,26.63,559.28,credit,paid,559.28,0.0,South,Kochi
81157,58349,2025-06-26T13:40:00,1248.23,62.41,1310.64,card,paid,1310.64,0.0,North,Gurgaon
81158,6171,2024-10-11T22:02:00,444.58,22.23,466.81,upi,paid,466.81,0.0,North,Jaipur
81159,95174,2024-05-13T20:20:00,993.69,112.22,1105.91,cash,paid,1105.91,0.0,West,Surat
81160,64719,2025-11-24T15:19:00,911.78,92.72,1004.5,credit,partial,577.7,426.8,East,Guwahati
81161,65028,2024-10-18T20:51:00,1189.26,59.46,1248.72,cash,paid,1248.72,0.0,South,Mysore
81162,22386,2025-08-04T20:12:00,1073.7,53.69,1127.38,cash,paid,1127.38,0.0,South,Kochi
81163,10200,2024-09-27T15:08:00,1095.78,54.79,1150.57,credit,partial,773.48,377.09,North,Chandigarh
81164,16626,2025-03-08T09:19:00,1097.84,54.89,1152.73,cash,paid,1152.73,0.0,West,Goa
81165,22117,2024-08-11T12:42:00,892.48,44.62,937.1,credit,paid,937.1,0.0,North,Noida
81166,69932,2025-10-15T12:12:00,853.26,42.66,895.92,credit,partial,517.75,378.17,South,Mysore
81167,16119,2024-04-16T12:21:00,1634.58,139.56,1774.14,credit,paid,1774.14,0.0,South,Bangalore
81168,35077,2024-09-27T17:45:00,194.56,35.02,229.58,cash,paid,229.58,0.0,South,Mysore
81169,25865,2024-10-30T08:38:00,2960.9,186.62,3147.52,cash,paid,3147.52,0.0,West,Goa
81170,59925,2025-07-01T09:05:00,176.55,8.83,185.38,credit,partial,79.59,105.79,South,Coimbatore
81171,8998,2024-08-22T18:51:00,312.8,56.3,369.1,upi,paid,369.1,0.0,West,Surat
81172,56427,2025-07-29T09:17:00,2157.94,107.9,2265.84,upi,paid,2265.84,0.0,North,Delhi
81173,37167,2024-08-20T20:04:00,1478.13,73.91,1552.04,credit,paid,1552.04,0.0,North,Amritsar
81174,16403,2025-08-15T15:27:00,819.7,70.97,890.67,cash,paid,890.67,0.0,West,Ahmedabad
81175,61863,2024-12-04T22:39:00,417.68,75.18,492.86,cash,paid,492.86,0.0,West,Pune
81176,25491,2025-11-21T10:02:00,208.44,37.52,245.96,cash,paid,245.96,0.0,South,Coimbatore
81177,67535,2025-10-04T13:42:00,350.34,17.52,367.86,upi,paid,367.86,0.0,West,Surat
81178,73588,2025-10-16T20:09:00,1459.31,93.34,1552.65,credit,partial,691.28,861.37,West,Goa
81179,33550,2024-02-22T09:09:00,3125.73,156.29,3282.02,cash,paid,3282.02,0.0,West,Pune
81180,92605,2024-04-27T09:36:00,454.29,22.71,477.0,cash,paid,477.0,0.0,North,Lucknow
81181,49690,2024-12-14T13:51:00,2220.36,161.24,2381.6,credit,partial,1579.31,802.29,South,Hyderabad
81182,57567,2025-09-30T15:11:00,1155.8,57.79,1213.59,credit,partial,370.51,843.08,North,Jaipur
81183,61565,2024-07-16T13:58:00,607.2,109.3,716.5,credit,partial,305.58,410.92,North,Noida
81184,65515,2024-02-26T18:35:00,1174.48,58.72,1233.2,upi,paid,1233.2,0.0,West,Goa
81185,27580,2025-04-04T10:38:00,170.87,22.5,193.37,card,paid,193.37,0.0,West,Goa
81186,69151,2024-01-01T09:09:00,840.25,107.26,947.51,credit,paid,947.51,0.0,West,Pune
81187,83047,2025-08-26T16:45:00,729.81,56.86,786.67,credit,paid,786.67,0.0,East,Kolkata
81188,7434,2024-03-25T11:10:00,1844.2,107.49,1951.68,credit,paid,1951.68,0.0,West,Pune
81189,94745,2025-09-15T21:03:00,880.26,44.01,924.27,credit,partial,587.8,336.47,South,Chennai
81190,369,2024-01-30T12:39:00,1207.59,115.54,1323.13,cash,paid,1323.13,0.0,North,Chandigarh
81191,71581,2024-11-13T18:18:00,1578.89,141.07,1719.96,credit,partial,1058.64,661.32,West,Ahmedabad
81192,93173,2025-08-17T17:47:00,1402.86,70.14,1473.0,credit,paid,1473.0,0.0,South,Kochi
81193,26645,2024-12-30T18:37:00,1318.16,65.91,1384.07,cash,paid,1384.07,0.0,North,Jaipur
81194,45013,2025-10-02T20:11:00,705.06,35.25,740.31,cash,paid,740.31,0.0,West,Pune
81195,81563,2024-03-07T20:16:00,1452.32,98.52,1550.84,credit,paid,1550.84,0.0,South,Mysore
81196,18138,2024-12-30T12:33:00,848.05,42.4,890.45,credit,paid,890.45,0.0,North,Delhi
81197,94314,2025-01-20T17:38:00,1019.44,103.28,1122.72,cash,paid,1122.72,0.0,South,Kochi
81198,16215,2024-05-12T15:12:00,274.9,13.74,288.64,credit,paid,288.64,0.0,West,Surat
81199,7689,2025-10-26T20:01:00,1196.25,59.81,1256.06,credit,paid,1256.06,0.0,North,Noida
81200,31201,2024-10-21T12:03:00,1539.64,76.98,1616.62,credit,paid,1616.62,0.0,North,Gurgaon
81201,96251,2025-12-31T11:11:00,105.13,18.92,124.05,credit,paid,124.05,0.0,South,Coimbatore
81202,27563,2024-01-30T19:18:00,1343.92,241.91,1585.83,credit,paid,1585.83,0.0,North,Chandigarh
81203,2166,2025-01-12T13:48:00,846.13,66.64,912.77,credit,partial,637.42,275.35,North,Gurgaon
81204,93407,2024-05-26T11:57:00,599.55,107.92,707.47,credit,paid,707.47,0.0,North,Delhi
81205,78583,2025-12-13T11:55:00,853.87,84.49,938.36,credit,partial,379.35,559.01,South,Mysore
81206,71342,2024-09-07T13:46:00,1241.43,105.92,1347.35,credit,partial,866.36,480.99,North,Noida
81207,46264,2025-03-20T15:23:00,2415.63,120.78,2536.41,cash,paid,2536.41,0.0,North,Jaipur
81208,9741,2024-06-26T20:34:00,1001.13,149.2,1150.33,upi,paid,1150.33,0.0,South,Bangalore
81209,96394,2024-09-27T08:15:00,2019.42,100.97,2120.39,credit,paid,2120.39,0.0,North,Chandigarh
81210,64488,2025-03-25T10:19:00,242.82,12.14,254.96,credit,paid,254.96,0.0,North,Jaipur
81211,44301,2024-06-10T11:09:00,546.72,98.41,645.13,credit,partial,404.91,240.22,North,Amritsar
81212,75123,2025-03-02T19:44:00,147.88,7.39,155.27,credit,partial,104.09,51.18,West,Mumbai
81213,19158,2025-01-14T15:42:00,1821.21,91.06,1912.27,cash,paid,1912.27,0.0,South,Hyderabad
81214,67648,2024-06-06T12:24:00,969.36,48.47,1017.83,upi,paid,1017.83,0.0,South,Chennai
81215,79240,2025-08-09T18:52:00,484.62,24.23,508.85,credit,paid,508.85,0.0,West,Goa
81216,67737,2024-04-01T19:02:00,726.46,36.32,762.78,credit,partial,441.56,321.22,West,Goa
81217,11123,2024-09-25T19:15:00,438.73,21.94,460.67,credit,paid,460.67,0.0,South,Chennai
81218,65259,2025-10-14T20:10:00,1704.67,85.23,1789.9,cash,paid,1789.9,0.0,North,Amritsar
81219,29237,2024-08-11T10:04:00,109.92,5.5,115.42,cash,paid,115.42,0.0,West,Mumbai
81220,59523,2025-08-17T14:53:00,344.25,17.21,361.46,credit,paid,361.46,0.0,West,Mumbai
81221,23249,2025-03-22T11:18:00,2455.82,186.66,2642.48,credit,partial,1411.11,1231.37,South,Bangalore
81222,65061,2024-06-26T17:53:00,167.72,30.19,197.91,credit,partial,116.87,81.04,South,Bangalore
81223,61134,2025-04-04T20:41:00,718.14,129.27,847.41,cash,paid,847.41,0.0,West,Mumbai
81224,63508,2025-11-10T20:17:00,139.95,25.19,165.14,credit,paid,165.14,0.0,North,Jaipur
81225,25429,2024-08-10T18:04:00,431.62,61.72,493.34,credit,paid,493.34,0.0,North,Chandigarh
81226,14995,2025-11-11T11:18:00,359.89,17.99,377.88,credit,paid,377.88,0.0,West,Pune
81227,81269,2024-07-31T08:22:00,944.43,47.22,991.65,credit,paid,991.65,0.0,North,Chandigarh
81228,63359,2024-02-15T09:59:00,762.95,82.58,845.53,credit,partial,470.74,374.79,North,Noida
81229,24471,2024-01-10T10:48:00,532.72,26.64,559.36,card,paid,559.36,0.0,South,Mysore
81230,68951,2024-05-20T18:48:00,862.88,43.14,906.02,credit,partial,592.6,313.42,East,Bhubaneswar
81231,70893,2024-10-25T10:06:00,606.48,30.32,636.8,credit,partial,238.3,398.5,South,Bangalore
81232,54154,2025-03-17T18:01:00,1471.06,197.0,1668.06,cash,paid,1668.06,0.0,North,Gurgaon
81233,94392,2024-07-25T11:44:00,281.1,50.6,331.7,cash,paid,331.7,0.0,East,Kolkata
81234,72477,2025-10-26T20:49:00,494.97,24.75,519.72,upi,paid,519.72,0.0,North,Delhi
81235,32490,2024-12-02T19:10:00,1512.85,75.64,1588.49,credit,paid,1588.49,0.0,North,Amritsar
81236,62963,2025-05-07T12:56:00,1552.9,128.62,1681.52,cash,paid,1681.52,0.0,West,Surat
81237,96177,2025-01-14T17:06:00,1546.92,77.35,1624.27,upi,paid,1624.27,0.0,South,Hyderabad
81238,22848,2024-07-20T11:01:00,303.7,54.67,358.37,cash,paid,358.37,0.0,North,Lucknow
81239,38843,2024-02-16T12:14:00,386.07,19.3,405.37,cash,paid,405.37,0.0,South,Bangalore
81240,50767,2024-06-22T20:28:00,1898.71,94.94,1993.65,upi,paid,1993.65,0.0,West,Surat
81241,50061,2024-12-19T10:57:00,269.09,13.45,282.54,cash,paid,282.54,0.0,South,Coimbatore
81242,13578,2024-12-05T20:05:00,408.14,20.41,428.55,cash,paid,428.55,0.0,South,Hyderabad
81243,82336,2025-09-06T11:48:00,755.44,59.7,815.14,credit,paid,815.14,0.0,North,Noida
81244,30278,2024-02-11T10:04:00,2642.25,132.11,2774.36,cash,paid,2774.36,0.0,South,Bangalore
81245,58951,2025-10-16T18:41:00,773.39,110.6,883.99,credit,paid,883.99,0.0,South,Bangalore
81246,93111,2024-11-25T11:22:00,602.83,30.14,632.97,credit,paid,632.97,0.0,North,Chandigarh
81247,998,2025-04-28T08:58:00,532.21,26.61,558.82,credit,partial,280.02,278.8,North,Chandigarh
81248,41881,2025-12-13T20:53:00,2829.79,156.81,2986.6,credit,partial,1584.51,1402.09,North,Delhi
81249,86791,2024-11-06T19:37:00,2724.42,318.72,3043.14,upi,paid,3043.14,0.0,East,Kolkata
81250,12133,2024-10-19T20:57:00,327.76,59.0,386.76,cash,paid,386.76,0.0,West,Goa
81251,41222,2025-01-24T09:41:00,824.12,66.9,891.02,credit,paid,891.02,0.0,North,Noida
81252,86459,2025-03-02T09:39:00,921.87,73.29,995.16,credit,partial,367.81,627.35,South,Kochi
81253,38967,2024-11-30T13:21:00,2108.25,105.41,2213.66,cash,paid,2213.66,0.0,South,Kochi
81254,81732,2025-07-13T11:54:00,581.35,72.41,653.76,cash,paid,653.76,0.0,South,Hyderabad
81255,10791,2025-07-24T08:15:00,1827.6,328.97,2156.57,credit,partial,884.52,1272.05,West,Mumbai
81256,7483,2025-09-02T19:17:00,270.33,48.66,318.99,credit,partial,210.44,108.55,East,Bhubaneswar
81257,72265,2024-03-26T11:49:00,1284.68,127.18,1411.86,credit,partial,744.54,667.32,North,Lucknow
81258,64927,2024-07-21T19:04:00,420.08,21.0,441.08,credit,paid,441.08,0.0,West,Mumbai
81259,64890,2025-06-01T18:29:00,582.2,104.8,687.0,credit,partial,265.89,421.11,North,Noida
81260,88083,2025-10-22T20:33:00,2700.94,135.05,2835.99,cash,paid,2835.99,0.0,North,Noida
81261,18866,2025-02-06T13:26:00,151.39,7.57,158.96,cash,paid,158.96,0.0,West,Ahmedabad
81262,82426,2025-03-07T15:07:00,927.06,166.87,1093.93,credit,paid,1093.93,0.0,South,Hyderabad
81263,54628,2025-04-18T13:06:00,1120.61,86.5,1207.11,credit,paid,1207.11,0.0,North,Noida
81264,53516,2025-10-25T17:52:00,1580.21,79.01,1659.22,cash,paid,1659.22,0.0,North,Amritsar
81265,59755,2024-08-22T11:19:00,1035.15,51.76,1086.91,credit,partial,706.5,380.41,South,Bangalore
81266,72036,2024-09-16T18:16:00,885.96,44.3,930.26,credit,paid,930.26,0.0,South,Chennai
81267,75696,2025-01-24T21:37:00,1355.19,243.93,1599.12,credit,paid,1599.12,0.0,South,Hyderabad
81268,39041,2024-01-01T13:34:00,1864.4,93.22,1957.62,upi,paid,1957.62,0.0,North,Delhi
81269,78980,2024-08-16T19:58:00,312.98,15.65,328.63,cash,paid,328.63,0.0,South,Mysore
81270,22966,2025-05-11T11:12:00,1908.79,95.44,2004.23,credit,partial,1329.07,675.16,North,Lucknow
81271,90943,2024-03-13T10:33:00,1093.6,67.44,1161.04,upi,paid,1161.04,0.0,North,Lucknow
81272,3426,2024-12-22T20:30:00,2069.05,103.45,2172.5,upi,paid,2172.5,0.0,North,Amritsar
81273,23962,2024-08-28T20:48:00,2745.48,137.27,2882.75,credit,partial,1156.0,1726.75,West,Ahmedabad
81274,20318,2025-01-08T10:18:00,1336.37,96.19,1432.56,cash,paid,1432.56,0.0,North,Lucknow
81275,45400,2024-06-23T09:21:00,2651.16,132.56,2783.72,cash,paid,2783.72,0.0,North,Gurgaon
81276,96264,2024-07-04T19:53:00,2014.56,100.73,2115.29,credit,paid,2115.29,0.0,South,Bangalore
81277,38213,2025-03-07T10:19:00,1887.36,172.51,2059.87,credit,partial,1275.63,784.24,South,Hyderabad
81278,49145,2025-09-13T18:56:00,898.59,44.93,943.52,credit,paid,943.52,0.0,North,Chandigarh
81279,29841,2024-07-09T15:46:00,132.2,6.61,138.81,credit,paid,138.81,0.0,South,Mysore
81280,30443,2025-08-17T17:45:00,316.57,15.83,332.4,credit,paid,332.4,0.0,West,Goa
81281,84492,2025-01-11T22:40:00,431.9,21.59,453.5,credit,paid,453.5,0.0,North,Jaipur
81282,64108,2025-07-03T19:28:00,1346.01,67.3,1413.31,card,paid,1413.31,0.0,North,Jaipur
81283,81659,2024-01-03T16:22:00,105.14,5.26,110.4,cash,paid,110.4,0.0,West,Ahmedabad
81284,37749,2025-09-25T12:45:00,985.8,49.29,1035.09,credit,partial,417.21,617.88,West,Goa
81285,69312,2024-03-04T15:44:00,1853.59,92.68,1946.27,credit,paid,1946.27,0.0,West,Goa
81286,60770,2025-12-30T13:14:00,809.66,40.48,850.14,credit,partial,316.82,533.32,South,Kochi
81287,293,2024-12-23T16:27:00,619.38,30.97,650.35,credit,partial,404.84,245.51,North,Noida
81288,76648,2025-07-28T18:23:00,158.38,28.51,186.89,credit,partial,69.84,117.05,West,Ahmedabad
81289,87781,2024-11-08T15:06:00,1394.81,69.74,1464.55,cash,paid,1464.55,0.0,North,Delhi
81290,26106,2025-09-11T08:13:00,483.24,24.16,507.4,credit,paid,507.4,0.0,West,Surat
81291,28838,2025-11-25T17:19:00,1874.99,137.28,2012.27,upi,paid,2012.27,0.0,South,Mysore
81292,38846,2024-11-17T19:31:00,2274.05,113.7,2387.75,credit,partial,1420.17,967.58,North,Delhi
81293,53012,2024-04-03T10:45:00,1068.13,53.41,1121.54,cash,paid,1121.54,0.0,North,Gurgaon
81294,48363,2025-12-03T11:09:00,1897.06,115.76,2012.82,credit,paid,2012.82,0.0,West,Goa
81295,65649,2025-07-19T09:58:00,2751.03,137.55,2888.58,credit,paid,2888.58,0.0,West,Pune
81296,97498,2025-12-09T15:03:00,1014.19,96.59,1110.78,upi,paid,1110.78,0.0,West,Mumbai
81297,50276,2024-11-06T13:39:00,2048.3,115.72,2164.02,credit,partial,1298.18,865.84,North,Lucknow
81298,6266,2025-06-10T20:40:00,1326.33,66.32,1392.65,cash,paid,1392.65,0.0,North,Delhi
81299,19440,2025-11-12T10:52:00,384.54,69.22,453.76,cash,paid,453.76,0.0,West,Ahmedabad
81300,20289,2024-09-13T18:16:00,648.02,32.4,680.42,credit,partial,256.2,424.22,South,Kochi
81301,8560,2024-01-25T19:49:00,1031.58,158.93,1190.51,credit,paid,1190.51,0.0,South,Coimbatore
81302,37797,2024-11-15T20:16:00,292.0,43.08,335.08,upi,paid,335.08,0.0,North,Gurgaon
81303,92125,2025-08-12T14:57:00,768.8,38.44,807.24,credit,partial,418.98,388.26,West,Ahmedabad
81304,14638,2025-12-17T19:16:00,235.39,11.77,247.16,cash,paid,247.16,0.0,North,Lucknow
81305,94060,2024-12-14T12:40:00,2710.23,135.51,2845.74,upi,paid,2845.74,0.0,South,Coimbatore
81306,37146,2024-07-02T20:18:00,748.94,72.5,821.44,credit,partial,453.44,368.0,East,Bhubaneswar
81307,4625,2024-08-23T18:07:00,1030.95,51.55,1082.5,upi,paid,1082.5,0.0,South,Coimbatore
81308,24726,2024-12-11T19:36:00,1230.51,105.55,1336.06,credit,partial,406.03,930.03,West,Mumbai
81309,37176,2024-07-16T13:15:00,587.96,29.4,617.36,cash,paid,617.36,0.0,North,Gurgaon
81310,91256,2024-04-17T15:14:00,1433.11,113.53,1546.64,cash,paid,1546.64,0.0,West,Surat
81311,87022,2025-11-06T13:21:00,1173.99,211.32,1385.31,cash,paid,1385.31,0.0,South,Kochi
81312,60455,2025-10-16T08:36:00,445.0,22.25,467.25,cash,paid,467.25,0.0,North,Lucknow
81313,21124,2024-08-22T12:08:00,367.09,18.35,385.44,credit,paid,385.44,0.0,North,Amritsar
81314,78549,2025-06-14T15:40:00,1615.03,181.67,1796.7,cash,paid,1796.7,0.0,North,Gurgaon
81315,36429,2024-01-31T10:27:00,972.38,100.88,1073.26,credit,partial,565.33,507.93,North,Jaipur
81316,92646,2024-04-03T20:35:00,714.54,35.73,750.27,cash,paid,750.27,0.0,North,Delhi
81317,38152,2025-06-20T18:03:00,672.66,33.63,706.29,credit,paid,706.29,0.0,North,Lucknow
81318,46184,2025-04-05T12:24:00,732.69,36.63,769.32,upi,paid,769.32,0.0,West,Surat
81319,83446,2025-10-21T14:48:00,669.87,88.81,758.68,credit,paid,758.68,0.0,East,Guwahati
81320,36979,2025-02-28T10:54:00,980.99,100.75,1081.74,upi,paid,1081.74,0.0,North,Jaipur
81321,26678,2025-02-05T11:16:00,656.06,32.8,688.86,upi,paid,688.86,0.0,North,Gurgaon
81322,33380,2024-08-13T18:41:00,1449.29,160.99,1610.28,upi,paid,1610.28,0.0,West,Surat
81323,88475,2024-09-25T17:34:00,113.56,20.44,134.0,upi,paid,134.0,0.0,North,Chandigarh
81324,60775,2024-11-15T18:38:00,716.03,57.47,773.5,credit,paid,773.5,0.0,North,Jaipur
81325,97131,2025-06-04T09:06:00,438.93,21.95,460.88,upi,paid,460.88,0.0,East,Kolkata
81326,4793,2024-02-22T20:17:00,248.91,12.45,261.36,upi,paid,261.36,0.0,North,Jaipur
81327,49234,2025-06-16T20:01:00,1216.15,96.13,1312.28,cash,paid,1312.28,0.0,North,Delhi
81328,95797,2025-12-04T19:44:00,1111.95,55.6,1167.55,cash,paid,1167.55,0.0,South,Chennai
81329,74262,2025-05-23T11:49:00,988.58,177.94,1166.52,upi,paid,1166.52,0.0,East,Kolkata
81330,72137,2025-05-09T14:02:00,413.22,74.38,487.6,credit,partial,298.14,189.46,East,Bhubaneswar
81331,5298,2025-12-07T17:15:00,1414.43,70.72,1485.15,upi,paid,1485.15,0.0,East,Kolkata
81332,77584,2024-05-19T17:15:00,1039.35,81.08,1120.43,cash,paid,1120.43,0.0,West,Ahmedabad
81333,54945,2024-12-10T20:25:00,1893.83,179.1,2072.93,cash,paid,2072.93,0.0,South,Mysore
81334,43959,2024-06-16T20:36:00,1628.76,293.18,1921.94,credit,paid,1921.94,0.0,North,Lucknow
81335,78060,2024-08-14T11:07:00,293.67,14.68,308.35,cash,paid,308.35,0.0,South,Kochi
81336,12416,2025-04-11T10:25:00,413.49,20.67,434.16,credit,paid,434.16,0.0,West,Pune
81337,22850,2025-10-11T08:10:00,339.13,61.04,400.17,upi,paid,400.17,0.0,West,Pune
81338,98613,2024-03-29T12:19:00,1401.79,70.09,1471.88,cash,paid,1471.88,0.0,South,Mysore
81339,14990,2024-08-18T13:57:00,1068.28,114.91,1183.19,cash,paid,1183.19,0.0,South,Bangalore
81340,78497,2024-08-08T12:25:00,1053.36,148.99,1202.35,credit,partial,394.91,807.44,West,Pune
81341,92469,2024-04-08T10:10:00,724.26,36.21,760.47,card,paid,760.47,0.0,North,Jaipur
81342,30814,2025-06-28T19:33:00,509.95,91.79,601.74,credit,paid,601.74,0.0,West,Pune
81343,16894,2024-01-11T13:35:00,823.41,74.67,898.08,cash,paid,898.08,0.0,West,Pune
81344,52295,2024-04-13T10:08:00,672.56,33.63,706.19,cash,paid,706.19,0.0,South,Coimbatore
81345,48068,2024-04-20T16:51:00,1200.03,137.03,1337.06,cash,paid,1337.06,0.0,North,Gurgaon
81346,78744,2025-05-26T20:39:00,1067.54,53.38,1120.92,credit,partial,601.91,519.01,West,Goa
81347,53880,2025-10-26T16:59:00,1065.13,53.26,1118.39,credit,paid,1118.39,0.0,West,Mumbai
81348,62954,2024-12-22T18:35:00,1888.65,94.43,1983.08,credit,paid,1983.08,0.0,East,Kolkata
81349,91272,2024-01-07T20:38:00,970.75,73.84,1044.59,cash,paid,1044.59,0.0,East,Guwahati
81350,20466,2024-08-09T11:21:00,917.76,45.89,963.65,upi,paid,963.65,0.0,South,Kochi
81351,61429,2024-05-21T10:38:00,789.51,39.48,828.99,credit,partial,258.15,570.84,East,Kolkata
81352,71146,2025-04-15T11:38:00,962.36,86.94,1049.3,cash,paid,1049.3,0.0,North,Noida
81353,67607,2025-07-15T12:50:00,252.78,45.5,298.28,credit,paid,298.28,0.0,South,Bangalore
81354,11265,2024-07-28T14:09:00,3388.35,169.42,3557.77,cash,paid,3557.77,0.0,East,Kolkata
